image_index,turns,task_type,instructions,format_instructions,bg_consistency,unchanged_objects,available_objects,all_objects
595,3,"['position_change', 'background_change', 'color_alter']","['Change the position of glass green vase to right of paper white book.', 'Change the background to garden, remain the cotton white skirt, cotton black tank top, paper white book unchanged', 'Change the color of cotton white skirt to pink']","['Change the position of [glass green vase] to [right] of [paper white book].', 'Change the background to [garden]', 'Change the color of [cotton white skirt] to [pink]']",False,['cotton black tank top'],"['cotton black tank top', 'paper white book', 'cotton pink skirt']","['cotton white skirt', 'cotton black tank top', 'glass green vase', 'green plant', 'paper white book', 'fabric patterned curtain', 'cotton pink skirt']"
596,1,['color_alter'],['Change the color of ceramic black plate to pink'],['Change the color of [ceramic black plate] to [pink]'],True,"['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'wooden table', 'glass wine bottles']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'ceramic black plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate']"
596,2,"['color_alter', 'position_change']","['Change the color of ceramic black plate to pink', 'Change the position of ceramic beige bowl to right of ceramic black bowl.']","['Change the color of [ceramic black plate] to [pink]', 'Change the position of [ceramic beige bowl] to [right] of [ceramic black bowl].']",True,"['knit red sweater', 'glass champagne flute', 'ceramic white plate', 'wooden table', 'glass wine bottles']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'ceramic black plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate']"
596,3,"['color_alter', 'position_change', 'text_change']","['Change the color of ceramic black plate to pink', 'Change the position of ceramic beige bowl to right of ceramic black bowl.', ""Add text 'FEAST' on the image""]","['Change the color of [ceramic black plate] to [pink]', 'Change the position of [ceramic beige bowl] to [right] of [ceramic black bowl].', ""Add text '[FEAST]' on the image""]",True,"['knit red sweater', 'glass champagne flute', 'ceramic white plate', 'wooden table', 'glass wine bottles']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate']","['knit red sweater', 'glass champagne flute', 'ceramic beige bowl', 'ceramic black bowl', 'ceramic white plate', 'ceramic black plate', 'wooden table', 'glass wine bottles', 'ceramic pink plate', 'text']"
597,1,['count_change'],['Change the count of glass pink-lit skyscraper to 5'],['Change the count of [glass pink-lit skyscraper] to [5]'],True,"['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'glass pink-lit skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'glass pink-lit skyscraper']"
597,2,"['count_change', 'text_change']","['Change the count of glass pink-lit skyscraper to 5', ""Add text 'CITY' on the image""]","['Change the count of [glass pink-lit skyscraper] to [5]', ""Add text '[CITY]' on the image""]",True,"['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'glass pink-lit skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'glass pink-lit skyscraper', 'text']"
597,3,"['count_change', 'text_change', 'material_alter']","['Change the count of glass pink-lit skyscraper to 5', ""Add text 'CITY' on the image"", 'Change the material of glass pink-lit skyscraper to metal']","['Change the count of [glass pink-lit skyscraper] to [5]', ""Add text '[CITY]' on the image"", 'Change the material of [glass pink-lit skyscraper] to [metal]']",True,"['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'metal pink-lit skyscraper']","['glass black skyscraper', 'glass gray skyscraper', 'glass dark gray skyscraper', 'glass pink-lit skyscraper', 'text', 'metal pink-lit skyscraper']"
598,1,['material_alter'],['Change the material of metal black fence to wood'],['Change the material of [metal black fence] to [wood]'],True,"['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal white van']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal white van', 'wood black fence']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal black fence', 'metal white van', 'wood black fence']"
598,2,"['material_alter', 'position_change']","['Change the material of metal black fence to wood', '""Change the position of leather tan bag to right of cotton white dress""']","['Change the material of [metal black fence] to [wood]', '""Change the position of [leather tan bag] to [right] of [cotton white dress]""']",True,"['metal black bench', 'plastic black phone', 'metal white van']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal white van', 'wood black fence']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal black fence', 'metal white van', 'wood black fence']"
598,3,"['material_alter', 'position_change', 'subject_add']","['Change the material of metal black fence to wood', '""Change the position of leather tan bag to right of cotton white dress""', 'Add streetlamp on the above of metal black bench']","['Change the material of [metal black fence] to [wood]', '""Change the position of [leather tan bag] to [right] of [cotton white dress]""', 'Add [streetlamp] on the [above] of [metal black bench]']",True,"['metal black bench', 'plastic black phone', 'metal white van']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal white van', 'wood black fence', 'streetlamp']","['cotton white dress', 'leather tan bag', 'metal black bench', 'plastic black phone', 'metal black fence', 'metal white van', 'wood black fence', 'streetlamp']"
599,1,['text_change'],"[""Add text 'PUPPY' on the image""]","[""Add text '[PUPPY]' on the image""]",True,"['cotton beige outfit', 'brown dog', 'wooden beige crate']","['cotton beige outfit', 'brown dog', 'wooden beige crate']","['cotton beige outfit', 'brown dog', 'wooden beige crate', 'text']"
599,2,"['text_change', 'subject_remove']","[""Add text 'PUPPY' on the image"", 'Remove wooden beige crate']","[""Add text '[PUPPY]' on the image"", 'Remove [wooden beige crate]']",True,"['cotton beige outfit', 'brown dog']","['cotton beige outfit', 'brown dog']","['cotton beige outfit', 'brown dog', 'wooden beige crate', 'text']"
599,3,"['text_change', 'subject_remove', 'background_change']","[""Add text 'PUPPY' on the image"", 'Remove wooden beige crate', 'Change the background to garden, remain the cotton beige outfit, brown dog unchanged']","[""Add text '[PUPPY]' on the image"", 'Remove [wooden beige crate]', 'Change the background to [garden]']",False,"['cotton beige outfit', 'brown dog']","['cotton beige outfit', 'brown dog']","['cotton beige outfit', 'brown dog', 'wooden beige crate', 'text']"
600,1,['color_alter'],['Change the color of cotton dark shirt to blue'],['Change the color of [cotton dark shirt] to [blue]'],True,['wooden chair'],"['wooden chair', 'blue cotton dark shirt']","['cotton dark shirt', 'wooden chair', 'blue cotton dark shirt']"
600,2,"['color_alter', 'subject_replace']","['Change the color of cotton dark shirt to blue', 'Replace wooden chair with stool']","['Change the color of [cotton dark shirt] to [blue]', 'Replace [wooden chair] with [stool]']",True,[],"['blue cotton dark shirt', 'stool']","['cotton dark shirt', 'wooden chair', 'blue cotton dark shirt', 'stool']"
600,3,"['color_alter', 'subject_replace', 'background_change']","['Change the color of cotton dark shirt to blue', 'Replace wooden chair with stool', 'Change the background to studio, remain the blue cotton dark shirt unchanged']","['Change the color of [cotton dark shirt] to [blue]', 'Replace [wooden chair] with [stool]', 'Change the background to [studio]']",False,[],[],"['cotton dark shirt', 'wooden chair', 'blue cotton dark shirt', 'stool']"
601,1,['count_change'],['Change the count of cotton striped baby onesie to 3'],['Change the count of [cotton striped baby onesie] to [3]'],True,"['cotton black shirt', 'cotton white shorts', 'fabric multicolored baby hat']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'fabric multicolored baby hat']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'fabric multicolored baby hat']"
601,2,"['count_change', 'material_alter']","['Change the count of cotton striped baby onesie to 3', 'Change the material of fabric multicolored baby hat to silicone']","['Change the count of [cotton striped baby onesie] to [3]', 'Change the material of [fabric multicolored baby hat] to [silicone]']",True,"['cotton black shirt', 'cotton white shorts']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'silicone multicolored baby hat']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'fabric multicolored baby hat', 'silicone multicolored baby hat']"
601,3,"['count_change', 'material_alter', 'color_alter']","['Change the count of cotton striped baby onesie to 3', 'Change the material of fabric multicolored baby hat to silicone', 'Change the color of silicone multicolored baby hat to blue']","['Change the count of [cotton striped baby onesie] to [3]', 'Change the material of [fabric multicolored baby hat] to [silicone]', 'Change the color of [silicone multicolored baby hat] to [blue]']",True,"['cotton black shirt', 'cotton white shorts']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'silicone blue baby hat']","['cotton black shirt', 'cotton white shorts', 'cotton striped baby onesie', 'fabric multicolored baby hat', 'silicone multicolored baby hat', 'silicone blue baby hat']"
602,1,['text_change'],"[""Replace the text 'NO PARKING' on white sign with '停车'""]","[""Replace the text '[NO PARKING]' on [white sign] with '[停车]'""]",True,"['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign']"
602,2,"['text_change', 'count_change']","[""Replace the text 'NO PARKING' on white sign with '停车'"", 'Change the count of brown leather bag to 3']","[""Replace the text '[NO PARKING]' on [white sign] with '[停车]'"", 'Change the count of [brown leather bag] to [3]']",True,"['blue jacket', 'blue jeans', 'red shoes']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign']"
602,3,"['text_change', 'count_change', 'subject_add']","[""Replace the text 'NO PARKING' on white sign with '停车'"", 'Change the count of brown leather bag to 3', 'Add backpack on the right of red shoes']","[""Replace the text '[NO PARKING]' on [white sign] with '[停车]'"", 'Change the count of [brown leather bag] to [3]', 'Add [backpack] on the [right] of [red shoes]']",True,"['blue jacket', 'blue jeans', 'red shoes']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign', 'backpack']","['blue jacket', 'blue jeans', 'brown leather bag', 'red shoes', 'white sign', 'backpack']"
